request_id,provider,voice,mode,language,text_id,register,speed,instructions,text,est_chars
openai_13cec1fca66ecc2b,openai,ballad,neutral,en,h_voxpopuli_e9e18bfeb7a0,formal,,,but volunteers cannot and must not bear the burden of major global crises.,74
openai_98cfbabd54b2d3c5,openai,coral,tired,en,h_common_voice_2a9045b64384,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",One week later she was released after successfully appealing her arrest.,72
openai_328ce533b9ad47ec,openai,echo,storyteller,en,h_common_voice_6f76c23f805b,read,,"Use a warm, slow, expressive storytelling voice.","At most, they thought that another meteorite had descended.",59
openai_6c5dc90c49edc48e,openai,fable,neutral,en,h_emilia_edbe1e8f6277,conversational,,,"Then you get enlightened and like focus to you, to you, practice to you.",72
openai_384444b9ff1ea379,openai,nova,excited,en,h_emilia_5a83bb2f72dd,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",These studies suggest that various individual and situational factors,69
openai_9c523b519f976a31,openai,onyx,neutral,en,h_common_voice_50b1d194a9a2,read,,,"Let it burn, it gives us warmth and comfort.",44
openai_f4f45a755d5923d8,openai,sage,tired,en,h_emilia_1fe19196e3b4,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","Translations by Bhikkhu Bodhi of the Samyutta Nikaya and the Anguttara Nikaya were published by Wisdom Publications in 2003 and 2012, respectively",146
openai_b8c060aa98a3a8c4,openai,shimmer,anchor,en,h_voxpopuli_cfe45d191a2b,formal,,"Deliver this as a composed, professional news anchor.",security is a very sensitive area it's very connected with internal and external,80
openai_58797e398a469542,openai,verse,neutral,en,h_common_voice_af26ba9cad0b,read,,,Feral Interactive and Sumo Digital were once responsible for platform transplantation.,86
openai_8345d709a6f0a8a2,openai,marin,neutral,en,h_emilia_639a2847a3a2,conversational,,,This is their first engine to combust liquid oxygen and liquid methane propellants. In September 2014—in a choice labeled,121
openai_f9eb3d0c3d0bf8a4,openai,cedar,neutral,en,h_voxpopuli_b156feb9491b,formal,,,so i am asking you can we allow member states to suspend democracy? the taoiseach your irish counterpart told us here that not repression but dialogue is the only way out.,171
openai_03b97e22710bcb75,openai,alloy,tired,en,h_common_voice_8a7efc43d232,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",He was succeeded by deputy leader Steve Elling.,47
openai_ae502caa894ff60d,openai,ash,neutral,en,h_peoples_speech_6f63ebb10117,procedural,,,there many aspects of the behavior of materials on mars that are different to earth,83
openai_9005a78fb1f629ae,openai,ballad,storyteller,en,h_common_voice_dd90d71701cb,read,,"Use a warm, slow, expressive storytelling voice.",The doorways had polished marble columns with enriched caps.,60
openai_0c309b332ae4625e,openai,coral,neutral,en,h_peoples_speech_d633906c6318,procedural,,,and tacking your client's possession and control of the property along with their predecessors it's more than sixty years it's in excess of sixty years,151
openai_b02b953ff71d7bd9,openai,echo,neutral,en,h_emilia_574e758bf625,conversational,,,"When the first wave of U-boats returned to port through the early part of February, Donitz wrote that each commander,",117
openai_3d525b66b1310918,openai,fable,neutral,en,h_common_voice_b65762f1bd9c,read,,,"Ryan will next appear in two feature films ""Streamline"" and ""Dishonest Bunch"".",78
openai_c597a43a938bfba7,openai,nova,neutral,en,h_voxpopuli_ef6f17969f01,formal,,,would give you at least a long term measure of fiscal sustainability,68
openai_92161456710db991,openai,onyx,anchor,en,h_peoples_speech_6379970d93be,procedural,,"Deliver this as a composed, professional news anchor.",so for any rock that we look at on mars we might look at it do six or seven experiments based on a combination of the results that came from mars but also the results that came from earth,187
openai_b46d6172ff434807,openai,sage,support,en,h_peoples_speech_c0845b2f307e,procedural,,"Sound like a cheerful, friendly customer support agent.",now the way you phrased your examples you said that town that is out doesn't really have a stake in that particular decision,124
openai_7db763f641deeae1,openai,shimmer,neutral,en,h_common_voice_47dc9c4516ec,read,,,The two newspapers published a combined Sunday edition.,55
openai_e9d347a3a541cbda,openai,verse,anchor,en,h_voxpopuli_d3142d4fff96,formal,,"Deliver this as a composed, professional news anchor.",the eu will not be able to finance their green dream if the financial world cannot rely on the bafin.,101
openai_bf0727b972b41108,openai,marin,tired,en,h_common_voice_c3782aef8bc0,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The Chicago Bulls formerly practiced at the Berto Center in Deerfield.,70
openai_cf95a4ddbd4455d4,openai,cedar,neutral,en,cur_que_012,question,,,Remember to water the plants while I'm gone. The ferns need it every other day.,79
openai_d82c9b94ca3e24e5,openai,alloy,storyteller,en,h_common_voice_5cb39658c4f9,read,,"Use a warm, slow, expressive storytelling voice.",Turkey is dismantling the incentive system.,43
openai_fb525c7b0f012040,openai,ash,neutral,en,h_voxpopuli_81859d6485c6,formal,,,we want the free flow of data to be the fifth freedom in europe.,64
openai_fff531d72027d455,openai,ballad,neutral,en,h_peoples_speech_aa68570109d1,procedural,,,but the discussion sir was that we recognize in this instance and in many other instances around the township the need of a business to advertise their business,160
openai_d8b404a332f2ba03,openai,coral,neutral,en,h_peoples_speech_6c0dee4c7d56,procedural,,,i just wanna say there is kind of a feeling in the community,60
openai_1b779e0d43ccc451,openai,echo,excited,en,h_emilia_aef3030848dd,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","He certainly doesn't care at all about you. Hasn't come to see you since you've declared your passing away. All he does is sit in the corner, doesn't even pay any attention to anything.",185
openai_499a32b933616a68,openai,fable,anchor,en,h_peoples_speech_d6bad3a95d55,procedural,,"Deliver this as a composed, professional news anchor.",is it crucial to expand support and services for seniors there were over fifty people in attendance,99
openai_6d38429c85855362,openai,nova,tired,en,h_emilia_7f80c7214d75,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","Great, exactly. And one of the things I think of is you can preemptively",72
openai_e8cb4b40f80cd4ff,openai,onyx,neutral,en,h_voxpopuli_a1229d914ffa,formal,,,so thank you very much commissioner for your efforts and for the work you have done.,84
openai_8db782ee090603a1,openai,sage,angry,en,cur_emo_006,emotional,,"Speak with barely contained anger, tense and clipped.","She's gone. I keep picking up the phone to call her, and then I remember.",73
openai_deb967b7af1432fa,openai,shimmer,neutral,en,h_common_voice_07a82220ed82,read,,,His father taught him the basic technique which separates him from others.,74
openai_7760f01e482e829e,openai,verse,anchor,en,h_voxpopuli_73ed402b137d,formal,,"Deliver this as a composed, professional news anchor.",in all such appointments the council will continue to fully respect the provisions of the treaty.,97
openai_05930eef749c2751,openai,marin,neutral,en,h_common_voice_7ad63d1c46bc,read,,,Nine missile launchers and two radars normally operate in a battery.,68
openai_aba844b686f8d9de,openai,cedar,tired,en,h_common_voice_f59c480259e3,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","I'm not so much into anatomy, where's the bladder again?",56
openai_09e910d0e3503315,openai,alloy,storyteller,en,h_common_voice_14c07d24ea18,read,,"Use a warm, slow, expressive storytelling voice.",The floor was finished hardwood and used for basketball and volleyball.,71
openai_1f21cf6304259713,openai,ash,neutral,en,h_common_voice_25cfe8cd8652,read,,,"Bacon, pancakes and maple syrup is a hearty start to any day.",61
openai_0af18dfa20a96041,openai,ballad,support,en,h_peoples_speech_483b0a61e998,procedural,,"Sound like a cheerful, friendly customer support agent.",and by the time the second suit happened we had the declaration of greenspun basically saying everything is present in there but what enablement and sets that out and that is sap then doing,189
openai_a67889fe130135f0,openai,coral,neutral,en,h_peoples_speech_69deb7aa0db5,procedural,,,what's in the record to show that the judge actually relied on an improper what happened in this case is that there was such a jumbo of different charges,153
openai_7b67575952b668c5,openai,echo,neutral,en,cur_lng_002,longform,,,"Okay, welcome back everyone. Before the break we were talking about habit formation, and I want to pick up on something you said about morning routines, because I think people underestimate how much friction matters. When my alarm goes off, if my running shoes are not literally next to the bed, the probability that I go for that run drops by half. It sounds ridiculous, but the research backs this up: tiny obstacles compound. So my question for you is, when you work with clients who say they have no willpower, where do you actually start? Do you start with the environment, or do you start with the story they tell themselves about who they are?",650
openai_507a231eb4777141,openai,fable,neutral,en,h_common_voice_8c20f9b5f77e,read,,,They claimed that their method has made it possible to perform between-participant comparisons.,95
openai_94747ab5bf3c522f,openai,nova,tired,en,h_common_voice_16a53caf98e7,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","The program offers opportunities to participate in federal, state and privately funded research.",96
openai_e75e6f2b3e1b1064,openai,onyx,neutral,en,h_peoples_speech_47e4509ce881,procedural,,,but those are some things i'd like to see at our next committee agenda and that had this doing here,99
openai_b229163146a00c25,openai,sage,storyteller,en,h_common_voice_4f5065342646,read,,"Use a warm, slow, expressive storytelling voice.",The marriage of Zeus and Hera was acted at annual festivals.,60
openai_382de199a403d403,openai,shimmer,neutral,en,h_voxpopuli_dd5c6d4d2fe5,formal,,,russia has always been a very proud nation with a rich culture with inventions and esprit;,90
openai_2bf5f8ff163db33f,openai,verse,neutral,en,h_voxpopuli_371a1e1daf33,formal,,,the fact that young people are ready to do that and that we enable them to do it and to develop their capacities reflects a good european attitude.,147
openai_8d6ba18c6529a65c,openai,marin,neutral,en,h_emilia_16ad01d06e39,conversational,,,"We saw that with BT3. Hopefully we'll see that in BT4. Yeaah, it is slightly on the lacking side. We could definitely see more characters with more unique abilities and...",171
openai_07a74cfd255ecdaf,openai,cedar,neutral,en,h_common_voice_13ce129cd613,read,,,Five winners have subsequently achieved victory in the following year's Derby.,78
openai_0765ea77bbca9c5b,openai,alloy,anchor,en,h_peoples_speech_140c7c78ab74,procedural,,"Deliver this as a composed, professional news anchor.",where we'd like to get permission to start the process so we can be in a position to include that in the paving project,119
openai_82755d201c11d88a,openai,ash,neutral,en,h_common_voice_60104be76812,read,,,"Somewhere you are holding the person I love, the boy said.",58
openai_a62f62f6e7714a95,openai,ballad,neutral,en,h_emilia_68d27e749652,conversational,,,New queens are raised and the hive may swarm as soon as the queen cells are capped and before the new virgin queens emerge from their queen cells,145
openai_bdaf3bd9ad9bc1a3,openai,coral,tired,en,h_common_voice_8bbf0590191f,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","Despite this, Helena's abiding love for Demetrius remains consistent throughout the play.",89
openai_bb1886d2bc1b37cb,openai,echo,anchor,en,h_voxpopuli_e2f0de8bd048,formal,,"Deliver this as a composed, professional news anchor.",we all know oman as a successful stable country a role model for the whole region.,82
openai_1b8c44f7ba2e26a5,openai,fable,neutral,en,h_voxpopuli_aff62dcbe438,formal,,,but at the same time we should not try to force them all into a straitjacket of one single answer to their problems. the brotherhood of nations belongs in the hearts of men not in supranational institutions.,207
openai_e0792ec0c7fa02b7,openai,nova,storyteller,en,h_common_voice_1ce5d14b9ee6,read,,"Use a warm, slow, expressive storytelling voice.",The bed of this river is mostly made up of pebbles and pebbles.,63
openai_819c581fa5d1b011,openai,onyx,support,en,h_peoples_speech_462435a824be,procedural,,"Sound like a cheerful, friendly customer support agent.",joel samuel's moderator of the event and an attorney and former general counsel of the state executive office of elder affairs spoke about the friends of belmont coa and their role in the community,197
openai_cd6e56d23d6fae45,openai,sage,neutral,en,h_common_voice_48e9bd2f6e78,read,,,I would if I thought I'd hear anything worth listening to.,58
openai_56052268bd6de239,openai,shimmer,neutral,en,h_common_voice_cf736cb12135,read,,,It was done before the boy could see it.,40
openai_1c95dad2ab9edf6f,openai,verse,tired,en,h_common_voice_d485b30de2dc,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The flowers are white with yellowish dots.,42
openai_3be12ec4483227e9,openai,marin,storyteller,en,h_common_voice_db979862a140,read,,"Use a warm, slow, expressive storytelling voice.","Every generation has ""fought for freedom and equality"".",55
openai_786f4dff6030c188,openai,cedar,neutral,en,h_common_voice_8c3f166072b5,read,,,Members of the Zongo community are mistakenly but commonly regarded as Northerners.,83
openai_0a3a1b858a893be4,openai,alloy,neutral,en,h_common_voice_fcce10d441ff,read,,,"Phelps also swam competitively for Club Wolverine, a swimming club associated with the university.",98
openai_003b139642ba71a2,openai,ash,excited,en,h_emilia_c0fd46532aed,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",With this comes a question of what specific summary statistics do we need to visualize? We will explore that in the coming slides.,130
openai_e8a734e7890cf4e4,openai,ballad,tired,en,h_common_voice_78f4e8b413e0,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",He also lived for some time in Amsterdam.,41
openai_a98a76f259a543cd,openai,coral,neutral,en,h_peoples_speech_a9a2d4abfc5e,procedural,,,maybe he would have ended up with the same numbers but it it should have been done that way is what you're and evidence should have been presented and it's their burden of proof on that issue,191
openai_fb32af86ba840dcf,openai,echo,storyteller,en,h_common_voice_5dfd878a117c,read,,"Use a warm, slow, expressive storytelling voice.",The series stars Christian Serratos as the titular character.,61
openai_f6270fa194f711ce,openai,fable,neutral,en,h_common_voice_3ba7f723b6a2,read,,,"Currently, she is the voice director for ""Regular Show"".",56
openai_6ca4d0d39b7c637e,openai,nova,neutral,en,h_peoples_speech_0009300050c5,procedural,,,so you have to have some horticulture some entomology some chemistry all those things,85
openai_69445ad161a8c535,openai,onyx,neutral,en,h_common_voice_3a7f8d1ba9de,read,,,The Sleeping Bear Dunes National Lakeshore extends into the northwest portion of the county.,92
openai_56b235deacddabb1,openai,sage,anchor,en,h_peoples_speech_0e437d6cf9d5,procedural,,"Deliver this as a composed, professional news anchor.",those flowering trees that bloom in the spring the garden club maintains and plants the garden next to the library which has been a place that everybody enjoys during the summer time,182
openai_de868e9b95624daa,openai,shimmer,tired,en,h_emilia_69d3ec96c521,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","We'll need to have specialized skill sets used to locate the kinds of information that cannot be located with a simple Google search, as I mentioned in the previous section. And we also need",190
openai_bb5332c7f5646885,openai,verse,neutral,en,h_emilia_b6bf34609a68,conversational,,,"Concrete, solution,"" said Tony Tyler, IATA's Director General and CEO",69
openai_efbd0a21858d6cb7,openai,marin,support,en,h_peoples_speech_92c7ecf5ee6a,procedural,,"Sound like a cheerful, friendly customer support agent.",the next case called on the docket is five million one hundred and forty thousand one hundred and seventy five white vs beelman river terminals inc,147
openai_22c3a135b1233a0d,openai,cedar,neutral,en,h_emilia_63230e3bd01d,conversational,,,"It was an incredible app that they did. It was beautiful, slick, well done. Uhm, and so they put it up and it went live in the App Store, went immediately to number one that year. Uhm, did an incredible job.",207
openai_030673b59150f029,openai,alloy,neutral,en,h_peoples_speech_c903368f8843,procedural,,,they'd have to decide on what the configuration of the board was like,69
openai_b6296987065cf336,openai,ash,tired,en,h_common_voice_fa36ae86d080,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",Suggest another motive I could have had.,40
openai_7de76d9523333671,openai,ballad,neutral,en,h_peoples_speech_031f6a139a5b,procedural,,,and just for those who might not have stopped by your table today can you give us just a quick description of what your mission is what you guys do in town i mean i think it's pretty you know self explanatory,208
openai_e69b9851ede6ac7c,openai,coral,storyteller,en,h_common_voice_fc7dd4530262,read,,"Use a warm, slow, expressive storytelling voice.","Then, you taught me something of the universal language and the Soul of the World.",82
openai_f76ec6db50203b6e,openai,echo,tired,en,cur_dis_014,disfluent,,"Sound exhausted and flat, with low energy and frequent small pauses.","No yeah, totally, one hundred percent—wait, are we talking about the same Jennifer?",83
openai_ae1ef5807ecf7ea9,openai,fable,neutral,en,h_common_voice_907001910bd1,read,,,The three groups are not believed to form a clade.,50
openai_7514b7d1f6b9bc17,openai,nova,neutral,en,h_voxpopuli_73acacdea572,formal,,,man is seen as a creature who is harmful to the environment without making a beneficial contribution.,101
openai_f34060db380e13a4,openai,onyx,anchor,en,h_voxpopuli_77c68a833a41,formal,,"Deliver this as a composed, professional news anchor.",especially when we are talking about our neighbourhood in africa. this is really also about our security. without development in these regions we will also be in trouble.,170
openai_5bbc1580c35a849a,openai,sage,anchor,en,h_peoples_speech_0c129c24d290,procedural,,"Deliver this as a composed, professional news anchor.",we have right now an opportunity with the state they're going to give us an eighty million state grant to build this school,123
openai_7ea4546901a930af,openai,shimmer,neutral,en,h_voxpopuli_5f9f7bcedea5,formal,,,because the reenergize re energizing of accession is going nowhere there is no perspective,90
openai_9cf09efb2fca335b,openai,verse,excited,en,h_emilia_6a4352cd9ada,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","And if you are in a team, it is across all the actions that are taken across the team.",86
openai_1f5fbb78f8929961,openai,marin,support,en,h_peoples_speech_97d522b61079,procedural,,"Sound like a cheerful, friendly customer support agent.",and be able to at least call the hands i guess they say okay you say that and prove it,86
openai_e74032ac097ec734,openai,cedar,tired,en,h_emilia_8357345bdf69,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","Gonna just see Peach, maybe get one extra moon, if we're lucky. Ah, good to be back.",84
openai_f48e8a5ef1e355cc,openai,alloy,neutral,en,cur_num_012,numbers,,,"The password is capital R, lowercase x, 7, 7, dollar sign, lowercase q, 9.",74
openai_d593114267c30480,openai,ash,neutral,en,h_voxpopuli_83bb24181106,formal,,,is it really not possible to use other housing facilities with appropriate reception conditions in the meantime?,112
openai_f6acab14a75747b5,openai,ballad,anchor,en,h_voxpopuli_7d2bc681563b,formal,,"Deliver this as a composed, professional news anchor.",not later the and three months after the final report and the draft criteria the commission shall cons the european union equal labor board on draft proposal on this issue as i told,181
openai_e32241122b86265b,openai,coral,neutral,en,h_peoples_speech_7da4b5363447,procedural,,,and i got to tell you it is the scope of overreach and over involvement that's killing all of us,96
openai_eda403fec66f55f8,openai,echo,neutral,en,h_common_voice_ec506e476de9,read,,,"She returned to her home port, San Diego, finishing a seven-month deployment.",77
openai_eda5fee64ae1d5cc,openai,fable,tired,en,h_common_voice_bfe959b37e7f,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","Both Sargent and Nelson Doubleday, Junior worked for Doubleday.",63
openai_5b73c372f0590c5e,openai,nova,anchor,en,cur_num_001,numbers,,"Deliver this as a composed, professional news anchor.","Your confirmation number is 4 7 Q 9 2 X, and your flight departs at 6:45 a.m. from gate B12.",92
openai_e532436b55992846,openai,onyx,neutral,en,h_emilia_fec9968fea1e,conversational,,,"The busy flag should not be used for any data handling, but to check for ongoing traffic.",89
openai_bd0a965ad912c25f,openai,sage,neutral,en,h_voxpopuli_f879c40fa1e8,formal,,,it should in particular be noted that if the sale process is successful and correctly implemented companies acquiring the shipyard assets will not have to repay the illegal subsidies even if they choose to continue shipbuilding.,228
openai_8e7992d32906259d,openai,shimmer,neutral,en,h_peoples_speech_501be678e779,procedural,,,coaxial cable like this has already crisscrossed the country pushed past some of our last frontiers guided by a 20th century type of pioneer who swapped his covered wagon and team of oxen for a diesel power and cable plow and left in his wake not a wagon trail but a network of electronic highways,297
openai_b88c8ffcafd8a9c5,openai,verse,tired,en,cur_dis_008,disfluent,,"Sound exhausted and flat, with low energy and frequent small pauses.","And then he goes—you're not gonna believe this—he goes, 'that was never in the budget.'",87
openai_f2638916ef61d55d,openai,marin,storyteller,en,h_common_voice_5f21aafad877,read,,"Use a warm, slow, expressive storytelling voice.","Teaching units at this University were originally called ""department"".",70
openai_d1acd4ec52e6c63f,openai,cedar,neutral,en,h_voxpopuli_5fda30e36a70,formal,,,your question is fully justified. this is exactly the question i am asking the danish presidency because the danish presidency is leading these talks and it must know for what reasons those countries are objecting.,214
openai_d1a84dc07fb519f7,openai,alloy,neutral,en,h_common_voice_5963cf0aeced,read,,,"In fact, at the time, Kimmel was not aware of Washington's eight-action policy.",79
openai_457c9925eb734a49,openai,ash,neutral,en,h_emilia_5563439a1626,conversational,,,She's always been very weird. She's always been a little bit off and not quite with it.,87
openai_bb569e9b9d72729a,openai,ballad,neutral,en,h_common_voice_9e1ec008e04e,read,,,"There are various teas which have additives or different processing than ""pure"" varieties.",90
openai_6eac4a4f5b3da15b,openai,coral,excited,en,h_emilia_c243e9344114,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","The community begins merry-making, music, dancing and women playfully smear the faces of their companions with sindor' vermilion, all as a mark of the victory of good over evil",176
openai_513e4a2e524a60d5,openai,echo,tired,en,h_emilia_1fecac493522,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","So I think I can see how this movie is gonna go. If you like these kind of videos, make sure to like, subscribe and comment down below what other kind of content you wanna see on this channel. Now let's get into this shit show.",227
openai_ec9cdc07420d2a87,openai,fable,tired,en,h_common_voice_d4bcc2be844b,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The property has a lot of space; what's its size?,49
openai_e1ef89acdaa9cfe2,openai,nova,storyteller,en,h_common_voice_168afee212c7,read,,"Use a warm, slow, expressive storytelling voice.",He was the producer of most of these films.,43
openai_1b1fd46d812b244f,openai,onyx,anchor,en,h_voxpopuli_15fe3455c46a,formal,,"Deliver this as a composed, professional news anchor.",madam president the european union is based on common values. among them is that of respect for all nations and minorities and equal treatment for all eu residents regardless of their origin native language or religion.,219
openai_32496900dd3f038d,openai,sage,neutral,en,h_voxpopuli_19b95d84e90c,formal,,,we are concerned about the independence of the judiciary a key element of every democracy.,90
openai_8c0824eb6e7b8f98,openai,shimmer,anchor,en,h_peoples_speech_9af7f58a31e5,procedural,,"Deliver this as a composed, professional news anchor.",now at that point in time when i got that letter i will be honest with you that was the first time i actually seriously considered throwing in the towel,152
openai_e9e3675e78c1e830,openai,verse,support,en,h_peoples_speech_44fceddcd339,procedural,,"Sound like a cheerful, friendly customer support agent.",one of the most important problems that had to be solved to furnish this service was finding a way of automatically keeping track of how long mrs douglas has conversations lasted the telephone number she called and telephone number,231
openai_17d8a7fa23cfdfbf,openai,marin,neutral,en,h_common_voice_90ef7a3c3384,read,,,"The specific epithet crenata also comes from Latin and means ""notched"".",71
openai_75979d398ed14f61,openai,cedar,neutral,en,h_voxpopuli_cf0ab320fabd,formal,,,thank you mr president let me first of all thank all the members of parliament that have made interventions,107
openai_c57367e529be78b5,openai,alloy,neutral,en,h_emilia_1b7f99e6786d,conversational,,,"You know, I, I just am aware of these markets and when I see like, you know, hundred thousand, hundred thousand.",112
openai_e476c38df33060c9,openai,ash,neutral,en,h_peoples_speech_5e70f3891da3,procedural,,,madam speaker last week despite the best efforts of the democratic majority and about forty four republicans we were unable to override the president's veto of a health insurance for the children of poor and working families,224
openai_cf57bb2bac825984,openai,ballad,neutral,en,h_common_voice_4f490a5dbf19,read,,,Did you really need to clog up that pipe?,41
openai_30b0f031af132e17,openai,coral,tired,en,h_common_voice_6fe73ba86bdc,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","When the Midnight Shift apprehended him, he revealed his new origins.",69
openai_aa56324f2cae959d,openai,echo,storyteller,en,h_common_voice_e86de17a88b4,read,,"Use a warm, slow, expressive storytelling voice.","Thus, ""Mesopotamia"" required a new writing project for the band.",64
openai_6f2976e0c1e53301,openai,fable,neutral,en,h_common_voice_a85547a61566,read,,,It is based on the height of a man with his arm raised.,55
openai_6207238d2e2b52de,openai,nova,neutral,en,h_emilia_74059930f4d2,conversational,,,Software that harms an OS or slows it down with malicious intent. These types of programs are called malware and they are meant to cause damage.,144
openai_7d284fd8723b195f,openai,onyx,neutral,en,h_peoples_speech_04bad33880cf,procedural,,,and i think there's an acknowledgement that we need to provide 21st century education experiences for our students,114
openai_072456d69e637aff,openai,sage,neutral,en,h_common_voice_2222dff6ac12,read,,,"His brothers, Thomas and John, would run the family business.",61
openai_7127f10e641e3ffd,openai,shimmer,excited,en,cur_sho_001,shout,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Watch out! The ladder is slipping! Grab the other side!,55
openai_e76ad92c09b7cc32,openai,verse,excited,en,cur_emo_012,emotional,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Honestly, I never thought I'd see the day. I'm completely speechless.",69
openai_cc857c8d605674a0,openai,marin,anchor,en,h_voxpopuli_1ef950116326,formal,,"Deliver this as a composed, professional news anchor.",the future of education depends on us making sure that all individuals without discrimination have access to education.,119
openai_a15a0f344ef3a457,openai,cedar,neutral,en,h_voxpopuli_7823e26e7e77,formal,,,a european democracy needs more open and inclusive institutions. we need bold decisions in order to overcome mistrust and apathy.,129
openai_dbeda8e8eafbeb01,openai,alloy,tired,en,h_common_voice_294a06e69274,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",Bilateral relations have traditionally been at the heart of development cooperation activities.,95
openai_c70467a81878d7bd,openai,ash,storyteller,en,h_common_voice_f29ce56ab1f7,read,,"Use a warm, slow, expressive storytelling voice.",Wall alleged that her new husband raped her repeatedly and that she repeatedly miscarried.,90
openai_ea40d4d6e289cb6e,openai,ballad,anchor,en,h_peoples_speech_061c6e9856e3,procedural,,"Deliver this as a composed, professional news anchor.",be your balance or hanging on tight or what's the secret well like you're turning to one side and want to turn to the other side and hold on really tight to the rope,165
openai_565ee4b891e1d96f,openai,coral,neutral,en,h_common_voice_fab22fad9429,read,,,The album features an array of performers with never before available performances on record.,93
openai_b6b92f016f400ff0,openai,echo,neutral,en,h_voxpopuli_5072228360af,formal,,,that was also half a year that nothing happened people we need to be ashamed,76
